QID90_1,QID90_2,QID90_3,Q22_1,Q92_1,Q92_2,Q92_3,Q100_1,Q100_2,Q61,Q20,Age,Gender,Household_size,Q28,bed,empa,Q92_2r,maskePo
1,3,2,5,4,4,5,5,4,1,1,19.00,2,3.00,Nudeln,0.00,2.00,2.00,3.00
5,5,5,5,5,1,5,2,4,2,1,23.00,2,5.00,noch nichts,2.00,5.00,5.00,5.00
1,1,1,5,5,1,5,3,4,2,1,36.00,1,3.00,Pizza,0.00,1.00,5.00,5.00
1,1,1,1,1,5,5,2,3,2,1,34.00,1,1.00,Stulle,1.00,1.00,1.00,1.00
2,2,2,5,4,2,5,1,3,1,1,21.00,2,2.00,Cheeseburger,2.00,2.00,4.00,4.00
4,2,2,3,3,1,5,4,3,1,1,49.00,1,4.00,Maultaschen,0.00,2.67,5.00,4.00
2,1,1,3,2,4,5,3,3,1,1,35.00,1,2.00,Kartoffelbrei,0.00,1.33,2.00,2.00
4,2,2,2,3,2,5,2,3,2,1,21.00,1,1.00,Nudeln,2.00,2.67,4.00,3.50
1,2,1,5,4,1,5,4,4,1,1,41.00,2,2.00,Salat-Vollkorn-Sandwich,0.00,1.33,5.00,4.50
1,1,1,5,5,1,5,3,3,2,1,35.00,1,4.00,Schnitzel,0.00,1.00,5.00,5.00
5,5,5,5,5,1,5,2,4,1,1,57.00,2,2.00,nichts,2.00,5.00,5.00,5.00
1,1,1,1,2,5,5,2,2,2,1,28.00,1,2.00,Suppe,1.00,1.00,1.00,1.50
1,1,1,4,5,1,5,3,3,1,1,52.00,1,2.00,pizza,1.00,1.00,5.00,5.00
5,5,4,5,5,1,5,4,4,2,1,23.00,1,1.00,Burger,2.00,4.67,5.00,5.00
4,5,5,5,5,1,5,4,4,2,1,37.00,1,2.00,Pasta,2.00,4.67,5.00,5.00
2,2,2,1,1,5,5,2,3,1,1,54.00,1,1.00,Steak,1.00,2.00,1.00,1.00
3,3,3,4,4,2,5,4,4,1,1,65.00,1,2.00,Lachs,1.00,3.00,4.00,4.00
5,3,4,4,5,1,5,2,3,2,1,18.00,2,2.00,Pizza,2.00,4.00,5.00,5.00
2,2,2,4,4,2,5,3,3,2,1,37.00,1,2.00,Rostbratwürstchen,0.00,2.00,4.00,4.00
5,5,5,5,5,1,5,3,3,2,1,39.00,2,4.00,Pasta,2.00,5.00,5.00,5.00
3,4,4,4,5,2,5,2,3,2,1,25.00,2,2.00,Nudeln,0.00,3.67,4.00,4.50
2,2,2,3,2,4,5,3,3,2,1,39.00,1,2.00,Schnitzel mit Kartoffelsalat und Apfelstrudel,1.00,2.00,2.00,2.00
1,1,1,1,2,5,5,1,2,1,1,55.00,2,1.00,Brot,1.00,1.00,1.00,1.50
1,1,1,3,4,1,5,4,3,1,1,71.00,1,2.00,Kartoffeln,0.00,1.00,5.00,4.50
2,2,2,4,4,4,5,3,3,1,1,55.00,2,1.00,nudeln,1.00,2.00,2.00,3.00
2,2,2,5,5,1,5,4,4,1,1,57.00,1,2.00,nichts,0.00,2.00,5.00,5.00
3,3,3,5,5,2,5,3,3,1,1,23.00,2,3.00,Brot,0.00,3.00,4.00,4.50
4,3,4,5,5,1,5,3,3,1,1,28.00,2,2.00,Pellkartoffeln,2.00,3.67,5.00,5.00
1,1,1,4,5,1,5,2,4,2,1,39.00,1,4.00,Currywurst,0.00,1.00,5.00,5.00
2,2,2,5,5,1,5,3,4,2,1,39.00,2,3.00,Pfannkuchen,0.00,2.00,5.00,5.00
3,4,4,4,3,1,5,4,4,2,1,45.00,1,2.00,Kohl,0.00,3.67,5.00,4.00
5,5,5,5,5,1,5,3,3,2,1,22.00,1,3.00,Pizza,2.00,5.00,5.00,5.00
5,4,5,5,4,1,5,5,3,1,1,38.00,2,3.00,Bratwürst und Kartoffelsalat,2.00,4.67,5.00,4.50
1,1,1,4,3,1,5,4,4,2,1,39.00,1,2.00,Fisch,0.00,1.00,5.00,4.00
1,2,1,3,4,1,5,4,3,1,1,52.00,2,3.00,Hähnchenflügel,0.00,1.33,5.00,4.50
4,5,4,4,4,2,5,2,3,2,1,48.00,1,4.00,Nudeln mit Shrimps,2.00,4.33,4.00,4.00
1,1,1,5,4,1,5,4,5,1,1,31.00,2,2.00,Salat,0.00,1.00,5.00,4.50
1,1,1,3,2,4,5,3,3,2,1,44.00,1,3.00,Dicke Bohnen mit Speck,1.00,1.00,2.00,2.00
4,3,3,5,5,1,5,2,3,2,1,26.00,2,2.00,Salat,2.00,3.33,5.00,5.00
4,3,4,3,3,3,5,3,3,2,1,28.00,1,1.00,Porrige,2.00,3.67,3.00,3.00
1,1,1,4,5,1,5,3,3,2,1,45.00,2,4.00,Reis-Gemüse-Pfanne,0.00,1.00,5.00,5.00
1,1,1,2,2,4,5,1,3,1,1,43.00,1,1.00,Steakhouse-Pfanne,0.00,1.00,2.00,2.00
